"dec" "attr" "sinc" "intel" "fun" "amb" "shar"
"3567" 1 1 7 9 2 9 2
"3568" 1 8 1 8 1 8 1
"3569" 0 2 8 8 3 8 1
"3570" 0 5 6 7 6 7 5
"3571" 1 6 7 7 7 7 8
"3572" 0 6 7 7 5 6 5
"3573" 1 6 6 7 6 7 4
"3574" 1 7 7 8 8 7 5
"3575" 0 5 6 6 5 7 6
"3576" 1 7 6 7 7 8 6
"3577" 0 5 6 7 4 5 6
"3578" 1 7 7 7 7 6 8
"3579" 1 7 7 7 7 7 7
"3580" 0 4 8 8 5 6 4
"3581" 1 7 7 7 7 7 6
"3582" 1 6 8 8 6 7 6
"3583" 0 6 7 6 6 7 5
"3584" 0 5 5 6 5 5 6
"3585" 1 5 5 6 5 6 8
"3586" 1 7 7 7 7 7 8
"3587" 0 6 7 7 5 7 4
"3588" 0 4 7 7 6 8 6
"3589" 0 5 7 6 6 7 7
"3590" 1 5 7 6 6 6 5
"3591" 0 6 6 6 2 5 2
"3592" 0 4 3 3 3 4 2
"3593" 0 8 7 6 5 4 3
"3594" 1 8 7 6 5 5 3
"3595" 1 9 5 8 7 5 4
"3596" 0 4 5 5 2 5 2
"3597" 1 9 8 8 6 8 4
"3598" 0 5 5 7 3 6 3
"3599" 0 6 3 4 2 4 2
"3600" 0 7 6 5 7 5 2
"3601" 0 6 6 6 5 5 5
"3602" 0 6 3 5 3 3 3
"3603" 0 3 5 5 3 5 2
"3604" 0 5 5 7 3 5 3
"3605" 0 5 6 6 3 3 3
"3606" 0 5 9 8 6 8 2
"3607" 0 5 7 6 8 5 2
"3608" 0 8 3 3 2 3 2
"3609" 0 5 7 9 8 9 5
"3610" 0 8 7 5 5 7 3
"3611" 0 4 4 5 5 6 5
"3612" 0 6 7 6 6 6 6
"3613" 0 6 6 6 6 6 6
"3614" 0 6 6 7 6 7 6
"3615" 0 6 6 6 6 6 6
"3616" 0 6 6 6 6 6 6
"3617" 0 5 5 5 5 5 5
"3618" 0 6 6 6 6 6 5
"3619" 0 6 6 7 6 7 5
"3620" 0 6 6 7 6 7 6
"3621" 0 6 7 7 7 7 6
"3622" 0 6 7 7 6 7 6
"3623" 0 6 7 7 6 7 6
"3624" 0 5 5 5 5 5 5
"3625" 0 5 6 7 5 7 5
"3626" 0 5 5 5 5 5 5
"3627" 0 6 6 6 6 6 6
"3628" 0 6 7 7 7 6 5
"3629" 0 6 6 6 6 6 6
"3630" 0 7 7 7 7 7 6
"3631" 0 6 7 7 6 6 6
"3632" 0 6 6 6 6 6 6
"3633" 0 7 7 6 5 5 5
"3634" 0 6 7 6 5 6 4
"3635" 0 6 6 7 4 6 5
"3636" 0 6 5 6 7 6 5
"3637" 0 6 6 6 6 7 4
"3638" 0 4 7 7 4 6 6
"3639" 1 8 7 7 6 7 7
"3640" 0 6 7 7 6 5 7
"3641" 0 6 5 7 5 6 5
"3642" 1 6 8 6 7 6 5
"3643" 0 5 7 6 4 5 4
"3644" 0 7 7 7 7 7 6
"3645" 0 7 8 7 6 7 6
"3646" 0 4 6 7 6 5 5
"3647" 0 7 4 5 3 5 4
"3648" 0 6 7 7 6 5 5
"3649" 1 7 7 6 7 5 3
"3650" 0 7 6 6 6 5 7
"3651" 0 5 6 7 4 6 6
"3652" 0 7 7 7 7 6 5
"3653" 0 5 6 7 4 7 5
"3654" 0 5 7 8 6 8 0
"3655" 0 5 7 7 7 7 2
"3656" 0 5 5 6 6 6 6
"3657" 0 3 5 6 6 6 2
"3658" 0 5 6 6 6 6 7
"3659" 0 2 7 8 5 8 0
"3660" 0 6 6 7 7 7 8
"3661" 0 3 4 6 5 5 6
"3662" 0 3 5 6 4 6 7
"3663" 0 7 7 7 7 7 6
"3664" 0 4 7 9 6 9 6
"3665" 0 6 7 8 8 7 8
"3666" 0 5 7 7 7 7 8
"3667" 0 3 5 6 5 7 6
"3668" 0 3 4 6 3 7 3
"3669" 0 4 5 6 6 7 5
"3670" 0 5 7 7 9 9 3
"3671" 0 7 8 8 7 7 6
"3672" 0 5 7 9 8 10 2
"3673" 0 7 7 7 7 6 6
"3674" 0 3 5 5 5 5 6
"3675" 0 5 3 9 4 4 3
"3677" 0 6 8 7 5 4 2
"3678" 1 7 10 10 6 3 9
"3679" 1 8 9 10 5 4 9
"3681" 1 5 6 10 8 7 7
"3683" 0 5 6 10 2 3 3
"3685" 1 9 10 8 6 7 7
"3686" 1 6 10 9 9 4 5
"3687" 0 4 10 10 3 3 2
"3688" 0 5 4 8 2 3 3
"3690" 0 6 5 9 4 6 2
"3693" 0 4 5 9 2 4 4
"3695" 1 6 7 9 3 6 4
"3696" 1 7 8 9 6 7 4
"3697" 0 5 6 7 5 5 3
"3698" 0 7 8 8 5 8 4
"3699" 0 7 2 8 8 5 7
"3700" 1 7 3 10 10 7 7
"3701" 0 7 7 8 6 5 6
"3702" 0 5 1 8 4 5 2
"3703" 0 5 7 8 5 5 2
"3704" 1 7 8 8 5 7 6
"3705" 0 7 7 8 8 6 4
"3706" 0 6 9 9 5 7 2
"3708" 0 6 8 8 4 7 4
"3709" 0 6 8 8 4 8 3
"3710" 0 6 6 7 4 8 2
"3711" 0 7 7 7 6 6 4
"3712" 0 7 8 7 7 7 5
"3713" 0 7 7 9 7 4 4
"3714" 0 6 8 8 6 7 4
"3715" 0 7 7 8 6 8 4
"3716" 0 6 6 7 6 8 3
"3717" 0 5 7 8 5 8 7
"3719" 0 6 8 7 6 7 6
"3720" 1 7 7 8 7 8 6
"3721" 1 9 9 10 10 8 3
"3722" 0 6 8 7 7 5 4
"3724" 1 7 9 9 8 8 6
"3725" 0 4 7 7 4 6 5
"3726" 1 7 8 6 8 7 7
"3728" 1 7 8 8 8 7 4
"3729" 1 6 9 7 7 6 5
"3730" 0 4 8 7 5 5 5
"3731" 0 5 6 6 7 10 5
"3734" 1 7 9 10 6 8 5
"3735" 1 6 7 9 7 10 7
"3737" 1 7 7 8 8 9 4
"3738" 0 6 8 8 6 5 7
"3739" 0 5 6 7 6 6 6
"3740" 1 8 8 8 8 7 7
"3741" 1 8 10 9 8 7 8
"3742" 1 8 8 8 8 7 6
"3743" 0 5 7 7 6 6 4
"3744" 1 8 6 8 8 8 5
"3745" 1 4 8 8 7 8 7
"3746" 0 6 8 9 6 6 5
"3747" 0 5 7 8 8 8 5
"3748" 0 3 6 7 5 7 4
"3749" 0 3 5 6 5 4 3
"3750" 0 5 7 7 5 6 5
"3751" 0 4 5 6 5 5 3
"3752" 0 6 4 6 5 6 4
"3753" 1 7 6 7 8 7 6
"3754" 1 6 7 7 9 8 6
"3755" 1 7 8 7 6 6 8
"3756" 1 4 8 8 7 8 6
"3757" 0 6 6 6 8 8 4
"3758" 0 7 6 7 6 5 5
"3759" 1 9 9 9 9 8 7
"3760" 0 7 7 8 7 8 4
"3761" 0 6 8 8 5 8 5
"3762" 0 7 7 8 8 7 6
"3763" 1 8 7 8 7 6 7
"3764" 0 6 8 8 8 8 3
"3765" 0 7 7 8 7 6 4
"3766" 0 6 9 9 7 6 6
"3767" 0 6 7 8 7 6 7
"3768" 0 8 8 7 7 7 6
"3769" 0 6 7 7 7 7 5
"3770" 0 8 8 8 6 7 6
"3771" 0 6 8 8 8 6 5
"3772" 0 7 9 8 7 6 5
"3773" 0 6 7 8 6 9 4
"3774" 0 9 8 7 8 6 6
"3775" 0 8 8 9 8 8 8
"3776" 0 6 6 7 6 7 5
"3777" 0 7 8 8 7 8 6
"3778" 0 10 9 9 6 6 5
"3779" 0 8 8 8 8 8 3
"3780" 1 8 10 10 9 10 5
"3781" 1 8 9 8 7 8 5
"3782" 0 5 10 9 7 7 7
"3783" 0 5 9 7 7 7 3
"3784" 0 8 8 8 8 8 0
"3785" 0 4 7 7 7 7 3
"3786" 0 9 9 8 9 7 5
"3787" 0 6 9 9 9 7 3
"3788" 0 7 4 9 6 7 3
"3789" 1 9 9 9 9 9 8
"3790" 1 8 10 9 9 9 5
"3791" 0 6 10 9 6 8 3
"3792" 0 6 10 8 7 8 6
"3793" 0 6 10 10 9 10 5
"3795" 1 5 10 9 7 7 7
"3796" 1 6 10 9 10 8 5
"3797" 1 8 9 9 9 8 7
"3798" 0 4 10 10 8 10 2
"3799" 1 10 8 9 10 10 7
"3800" 0 9 9 9 4 10 3
"3801" 0 3 6 6 5 6 3
"3802" 1 6 8 8 8 7 6
"3803" 0 5 6 7 5 8 5
"3804" 0 5 6 7 6 6 6
"3805" 1 6 6 7 7 6 6
"3806" 0 3 6 7 7 7 3
"3807" 1 7 8 8 8 7 5
"3808" 1 5 7 8 7 5 6
"3809" 0 4 4 6 3 6 5
"3810" 1 8 8 7 5 5 6
"3811" 0 4 8 8 8 6 4
"3812" 1 7 8 8 6 6 5
"3813" 0 2 5 6 2 6 7
"3814" 0 4 7 7 7 5 5
"3815" 0 2 3 6 4 6 5
"3816" 1 8 7 7 7 7 6
"3817" 0 6 8 8 8 7 8
"3818" 0 5 6 7 7 7 5
"3819" 0 7 6 6 3 6 5
"3820" 0 6 7 6 7 6 6
"3821" 0 3 7 6 4 6 4
"3822" 1 6 6 6 4 4 9
"3823" 0 5 6 6 4 4 3
"3824" 0 8 6 10 5 6 8
"3825" 0 6 5 8 4 6 8
"3826" 0 5 6 6 5 6 4
"3827" 0 5 6 6 5 5 7
"3828" 0 6 4 5 5 6 3
"3829" 1 8 10 10 5 8 4
"3830" 1 9 6 9 3 6 2
"3831" 0 9 8 8 8 6 2
"3833" 0 8 8 8 4 6 2
"3834" 0 5 6 8 2 5 2
"3835" 0 6 8 8 4 8 6
"3836" 0 6 8 9 5 6 3
"3837" 0 6 7 7 6 7 7
"3838" 0 6 6 6 6 6 1
"3839" 0 9 5 8 3 6 3
"3840" 0 6 7 7 6 7 3
"3841" 0 9 6 8 4 7 2
"3842" 0 6 8 8 4 8 3
"3843" 0 5 8 9 4 8 2
"3844" 0 4 4 6 4 4 1
"3846" 0 4 6 7 5 4 1
"3849" 0 7 9 9 6 5 3
"3854" 1 6 6 7 8 5 5
"3855" 0 2 6 7 2 6 1
"3857" 0 2 2 7 0 4 0
"3860" 0 8 5 8 2 4 0
"3861" 1 7 8 9 9 9 6
"3862" 1 6 7 8 6 4 0
"3863" 0 4 5 4 5 6 0
"3864" 0 4 5 6 5 5 5
"3865" 0 4 6 5 5 5 4
"3866" 0 6 5 7 4 7 4
"3867" 0 5 6 6 6 7 6
"3868" 0 6 6 5 5 6 6
"3869" 0 4 6 5 5 5 5
"3870" 0 6 5 5 5 5 5
"3871" 0 4 7 7 4 7 4
"3872" 0 4 6 7 3 4 4
"3873" 0 6 5 6 6 7 7
"3874" 0 3 7 7 5 5 4
"3875" 0 3 6 6 6 7 6
"3876" 0 3 6 6 6 5 4
"3877" 0 3 7 7 6 7 4
"3878" 0 3 7 7 4 6 5
"3879" 0 5 5 6 6 7 4
"3880" 0 5 5 5 6 6 5
"3881" 0 4 6 7 4 6 4
"3882" 0 4 7 7 6 7 7
"3883" 0 5 5 6 7 7 7
"3884" 0 4 7 6 5 6 5
"3886" 1 8 7 7 8 8 8
"3888" 1 7 8 9 7 8 8
"3891" 1 9.5 9 9 8 9 8
"3892" 0 5 8 8 7 7 5
"3893" 0 5 6 7 5 5 4
"3895" 0 5 7 8 6 5 5
"3897" 0 6 8 8 5 8 6
"3898" 0 5 6 6 6 6 4
"3899" 0 5 5 6 4 7 6
"3901" 1 5 7 9 6 8 8
"3902" 1 8 8 9 8 8 8
"3903" 0 5 8 9 7 9 8
"3904" 1 9 8 9 8 8 7
"3905" 1 7 8 9 6 9 7
"3906" 0 6 8 8 6 9 8
"3907" 1 8 8 7 7 6 7
"3908" 0 6 7 8 4 10 4
"3909" 0 6 8 9 6 8 3
"3910" 1 8 7 7 6 7 7
"3911" 0 5 8 9 6 8 3
"3912" 1 8 7 8 6 10 5
"3913" 0 5 9 9 8 8 8
"3914" 0 6 6 10 5 10 5
"3915" 0 6 8 5 7 6 5
"3916" 1 7 10 7 6 9 3
"3917" 0 6 8 8 7 7 4
"3918" 0 6 9 8 6 10 5
"3919" 0 7 8 9 6 7 4
"3920" 0 6 8 8 8 9 2
"3921" 1 7 9 8 7 8 6
"3922" 1 8 8 8 7 7 4
"3923" 0 9 6 8 5 8 5
"3924" 1 7 8 9 8 9 8
"3925" 0 8 7 7 9 7 2
"3926" 0 8 6 7 7 7 5
"3927" 1 5 6 6 4 5 6
"3928" 0 4 5 5 5 5 4
"3929" 0 5 8 7 5 6 4
"3930" 1 7 7 8 7 6 8
"3931" 0 5 6 7 6 7 7
"3932" 0 5 6 5 4 5 6
"3933" 1 6 6 6 5 5 5
"3934" 1 6 7 8 7 6 6
"3935" 1 6 6 7 5 5 6
"3936" 1 6 7 6 7 5 6
"3937" 0 5 7 7 5 6 5
"3938" 1 5 7 7 6 5 6
"3939" 0 4 5 5 4 5 4
"3940" 0 5 6 6 4 6 5
"3941" 0 4 6 5 5 6 4
"3942" 1 6 7 7 6 5 6
"3943" 1 6 5 6 4 6 5
"3944" 1 5 6 7 4 6 5
"3945" 0 4 5 8 5 7 5
"3946" 1 7 7 7 6 6 6
"3947" 1 6 5 5 5 6 5
"3948" 0 6 6 7 5 5 6
"3949" 0 5 4 4 5 5 6
"3950" 0 6 4 5 5 4 4
"3951" 0 4 4 7 4 4 5
"3952" 1 6 5 7 5 6 5
"3953" 0 4 4 6 4 4 2
"3954" 1 7 6 7 6 6 6
"3955" 0 5 4 8 4 4 6
"3956" 0 4 5 6 3 4 4
"3957" 1 7 7 7 7 5 6
"3958" 0 4 6 5 4 5 4
"3959" 0 5 3 4 3 4 4
"3960" 0 4 6 6 4 5 6
"3961" 0 5 6 6 4 5 4
"3962" 0 4 4 4 4 4 4
"3963" 1 7 6 6 6 5 6
"3964" 1 4 7 7 7 5 6
"3965" 1 6 7 7 6 6 7
"3966" 0 4 7 6 6 5 6
"3967" 1 7 7 7 6 6 7
"3968" 1 6 7 6 7 7 6
"3969" 0 4 4 7 6 7 6
"3970" 0 4 6 7 8 9 8
"3971" 0 7 6 8 7 7 6
"3972" 0 6 8 9 7 8 6
"3973" 1 7 7 8 7 8 7
"3974" 0 5 4 10 6 10 6
"3975" 1 8 9 8 8 7 7
"3976" 0 2 4 8 1 6 6
"3977" 0 7 6 9 7 9 8
"3978" 0 6 7 9 8 8 7
"3979" 0 5 7 7 6 7 6
"3980" 0 3 4 6 5 6 5
"3981" 0 4 4 7 4 7 4
"3982" 0 3 2 8 7 6 5
"3983" 0 2 2 6 5 4 4
"3984" 0 5 5 8 7 10 5
"3985" 0 6 6 7 6 5 4
"3986" 1 7 6 9 7 8 6
"3987" 0 5 6 10 6 10 6
"3988" 0 6 8 8 7 8 7
"3989" 0 6 6 6 6 6 6
"3990" 0 4 8 8 7 6 3
"3991" 0 1 7 8 5 7 4
"3992" 1 8 8 9 7 8 5
"3993" 0 6 5 5 8 4 8
"3994" 0 7 6 8 5 5 8
"3995" 0 7 6 7 5 8 1
"3996" 0 8 7 8 8 8 6
"3997" 0 4 5 8 6 8 4
"3998" 0 2 8 8 7 8 9
"3999" 0 2 7 7 5 5 4
"4000" 0 2 8 9 9 8 5
"4001" 0 2 8 8 9 7 4
"4002" 0 5 6 5 5 7 3
"4003" 0 5 7 9 4 8 9
"4004" 1 8 8 9 7 7 6
"4005" 0 9 7 5 6 5 7
"4006" 1 10 9 9 6 9 6
"4007" 1 9 9 8 5 6 7
"4008" 0 4 7 7 5 7 5
"4009" 0 7 6 5 6 4 4
"4010" 0 9 8 7 7 6 5
"4011" 1 7 9 8 9 8 7
"4012" 1 5 6 8 7 7 8
"4013" 0 6 7 10 6 9 3
"4014" 0 2 4 6 4 6 4
"4016" 0 6 8 8 8 8 8
"4017" 0 7 6 5 6 7 6
"4018" 0 8 7 8 5 6 5
"4019" 0 3 7 8 6 10 2
"4020" 0 3 0 6 5 4 5
"4021" 0 4 6 7 6 2 5
"4022" 1 7 8 9 9 8 9
"4023" 1 6 7 8 8 9 8
"4024" 0 4 3 2 0 4 2
"4025" 1 8 9 8 8 7 9
"4026" 0 3 2 3 2 4 2
"4027" 1 8 9 9 8 10 9
"4028" 1 8 9 8 7 6 7
"4029" 0 4 6 7 4 5 4
"4030" 0 6 0 4 6 5 7
"4031" 1 8 7 8 7 8 7
"4032" 1 7 8 8 6 6 7
"4033" 1 6 6 7 5 6 7
"4034" 1 5 5 6 6 5 6
"4035" 1 5 5 6 5 5 5
"4036" 1 6 5 7 6 5 6
"4037" 1 6 6 7 5 6 7
"4038" 1 7 6 6 5 6 7
"4040" 1 5 6 8 5 7 8
"4041" 1 6 6 7 5 6 7
"4042" 1 4 7 8 5 8 7
"4043" 1 6 6 7 5 7 7
"4044" 1 5 8 7 7 5 6
"4045" 1 6 6 7 4 5 7
"4046" 1 6 6 8 6 6 8
"4047" 1 5 6 7 5 6 5
"4048" 1 9 7 8 7 8 6
"4049" 1 8 6 7 5 7 8
"4050" 1 7 6 8 6 7 8
"4051" 1 7 5 6 6 6 5
"4052" 1 7 4 6 6 7 7
"4053" 1 6 9 8 7 9 8
"4054" 0 4 7 7 2 6 3
"4055" 0 3 8 10 3 6 4
"4056" 0 7 6 5 5 4 6
"4057" 1 7 8 9 7 8 8
"4058" 0 6 5 4 5 3 6
"4059" 1 6 10 9 8 8 5
"4060" 1 10 10 10 10 10 10
"4061" 1 7 7 8 7 5 6
"4062" 1 8 10 9 7 5 8
"4063" 0 5 6 7 3 6 6
"4064" 1 8 5 7 8 7 8
"4065" 1 8 9 6 8 5 7
"4066" 0 3 4 6 2 3 4
"4067" 1 9 9 6 5 4 3
"4068" 0 5 8 3 5 3 4
"4069" 1 8 9 8 8 7 7
"4070" 1 9 10 8 9 7 8
"4071" 1 7 9 8 7 5 5
"4072" 1 7 4 4 9 8 8
"4073" 0 7 6 5 6 8 6
"4087" 0 5 8 7 5 9 3
"4095" 1 7 7 8 7 8 8
"4096" 0 5 7 7 5 8 3
"4097" 0 6 6 8 7 8 3
"4098" 0 7 6 5 5 5 2
"4099" 1 8 7 8 7 8 3
"4102" 1 6 5 5 3 5 5
"4103" 0 5 5 5 3 5 5
"4104" 0 5 5 6 5 5 2
"4105" 1 5 5 6 7 7 2
"4106" 1 8 8 8 8 8 2
"4107" 0 3 5 7 5 5 2
"4108" 0 5 5 7 5 5 8
"4109" 1 8 7 8 8 8 3
"4112" 0 5 6 8 7 9 2
"4113" 0 6 6 6 7 8 2
"4114" 0 5 5 7 5 8 2
"4115" 0 7 7 7 4 5 2
"4116" 0 6.5 8 9 10 8 4
"4117" 0 4 7 7 4 6 4
"4118" 0 6 5 8 7 8 4
"4119" 0 5 5 7 3 6 4
"4120" 1 7 7 8 6 9 6
"4121" 0 8 8 7 7 5 4
"4122" 0 7 6 8 7 5 4
"4123" 0 9 1 6 3 4 2
"4124" 1 6 7 8 8 7 5
"4125" 0 7 8 10 9 7 8
"4126" 0 6 8 9 3 7 4
"4127" 0 8 8 8 9 6 4
"4128" 1 7 7 9 7 6 6
"4129" 0 6 7 9 3 4 3
"4130" 1 8 7 8 7 7 4
"4131" 0 6 7 8 4 5 4
"4132" 1 8 9 9 8 9 6
"4133" 1 8 7 9 8 9 4
"4134" 1 7 8 9 8 7 4
"4135" 0 9 7 6 4 6 3
"4136" 0 7 9 5 7 6 5
"4137" 0 7 8 7 7 8 5
"4138" 0 2 7 7 3 7 2
"4139" 0 3 7 8 6 6 6
"4140" 1 8 7 8 5 6 7
"4141" 1 7 8 8 7 7 6
"4142" 0 6 6 6 6 5 7
"4143" 1 8 8 8 9 6 6
"4144" 0 7 7 9 7 8 6
"4145" 1 7 7 8 7 8 7
"4146" 1 7 7 8 7 7 7
"4147" 0 3 7 7 5 7 4
"4148" 1 6 7 8 8 7 5
"4149" 1 7 7 7 8 7 7
"4150" 0 3 7 8 3 8 3
"4151" 0 8 7 7 8 5 5
"4152" 0 5 5 5 5 5 5
"4153" 0 6 7 7 7 7 7
"4154" 1 8 8 8 8 7 6
"4155" 1 8 7 8 8 7 7
"4156" 1 6 6 6 5 4 5
"4157" 0 6 6 6 6 7 5
"4158" 1 10 8 8 8 5 5
"4159" 0 3 6 8 4 5 4
"4160" 1 6 5 7 6 5 5
"4161" 0 5 4 4 3 5 2
"4162" 0 7 5 7 3 10 2
"4163" 1 6 7 5 5 6 7
"4164" 1 5 7 6 6 7 4
"4165" 0 5 5 7 4 9 8
"4166" 0 6 7 9 5 9 5
"4167" 0 3 7 9 3 5 3
"4168" 1 6 7 7 5 3 4
"4169" 1 6 7 9 7 8 6
"4170" 1 5 4 6 3 3 2
"4171" 1 6 8 8 5 3 3
"4172" 1 9 10 10 8 7 8
"4173" 0 5 5 6 7 8 3
"4174" 1 10 8 8 8 10 5
"4175" 1 8 10 10 7 7 8
"4176" 1 7 9 10 6 9 9
"4177" 0 5 6 7 4 6 2
"4178" 1 9 6 3 6 5 4
"4179" 1 7 7 7 7 8 7
"4181" 1 7 7 7 7 7 5
"4182" 0 6 7 7 5 5 5
"4183" 1 8 7 7 7 7 7
"4184" 1 8 8 8 8 8 7
"4185" 1 8 8 8 8 8 7
"4187" 1 10 9 9 9 9 9
"4189" 1 7 7 7 7 7 7
"4190" 1 8 8 8 8 8 8
"4191" 1 7 7 7 7 7 7
"4192" 1 7 7 7 0 7 0
"4193" 1 7 7 7 7 7 7
"4195" 1 9 9 9 9 9 9
"4197" 1 9 9 9 9 9 9
"4198" 1 8 8 8 8 8 8
"4199" 1 9 9 8 8 7 7
"4200" 1 9 9 9 9 9 9
"4201" 0 3 3 3 6 6 1
"4202" 1 10 10 10 10 10 10
"4203" 1 9 9 9 9 9 9
"4204" 1 9 9 9 9 9 9
"4205" 1 10 10 10 10 10 10
"4206" 1 10 9 9 9 9 6
"4207" 1 10 9 9 9 9 9
"4208" 1 7 7 7 7 7 7
"4209" 1 6 6 6 6 6 6
"4210" 1 10 10 10 10 10 10
"4211" 0 1 1 1 1 1 1
"4212" 1 10 10 10 10 10 10
"4213" 1 10 10 10 10 10 10
"4214" 1 10 10 10 10 10 10
"4215" 0 5 5 5 5 5 5
"4216" 1 10 10 10 10 10 10
"4217" 1 8 8 9 9 9 9
"4218" 1 5 5 9 5 9 9
"4219" 1 10 9 9 9 9 9
"4220" 1 10 10 10 10 10 10
"4242" 1 5 5 5 5 4 4
"4243" 1 5 5 5 4 4 4
"4244" 1 8 8 8 8 8 8
"4245" 1 3 3 3 3 3 3
"4246" 1 6 6 6 6 6 6
"4247" 1 8 8 8 8 8 8
"4248" 1 7 7 7 7 7 7
"4249" 1 9 9 9 9 9 9
"4250" 1 6 6 6 6 6 6
"4251" 1 6 6 6 6 6 6
"4252" 1 7 7 7 7 7 7
"4253" 1 6 6 6 6 6 6
"4254" 1 7 7 7 7 7 7
"4255" 1 7 7 7 7 7 7
"4256" 1 7.5 7.5 7.5 7.5 7.5 7.5
"4257" 1 6 6 6 6 6 6
"4258" 1 8.5 8.5 8.5 8.5 8.5 8.5
"4259" 1 8 8 8 8 8 8
"4260" 1 6 6 6 6 6 6
"4261" 1 6 6 6 6 6 6
"4262" 1 8 8 8 8 8 8
"4274" 1 8 7 8 7 5 8
"4286" 1 8 8 7 8 7 9
"4287" 1 7 7 5 5 6 9
"4288" 1 6 7 6 6 5 5
"4289" 1 8 6 7 6 6 6
"4290" 1 8 6 5 4 4 4
"4291" 0 7 6 6 6 6 4
"4292" 1 7 8 8 6 6 6
"4293" 0 4 6 5 4 5 7
"4294" 1 6 8 6 6 5 6
"4296" 1 8 8 8 8 7 10
"4297" 1 5 9 7 5 5 6
"4299" 1 9 9 9 9 6 10
"4300" 1 9 9 9 9 7 9
"4301" 1 8 8 8 8 8 7
"4302" 1 7 7 7 7 5 6
"4303" 1 9 6 8 9 6 7
"4304" 1 10 7 9 8 7 6
"4305" 0 4 6 5 8 5 5
"4306" 0 3 6 6 4 4 5
"4307" 0 5 5 7 5 5 5
"4308" 0 5 7 3 4 5 5
"4309" 1 6 6 6 6 5 5
"4310" 0 4 5 6 5 6 5
"4311" 0 5 6 5 5 5 5
"4312" 0 4 5 5 5 6 5
"4313" 0 4 6 5 4 5 5
"4314" 0 4 6 6 5 6 5
"4315" 0 4 7 7 6 5 5
"4316" 1 6 5 7 7 6 7
"4317" 0 3 4 5 3 3 5
"4318" 0 3 6 5 3 5 3
"4319" 1 7 6 7 6 5 5
"4320" 0 3 6 3 3 3 3
"4321" 1 5 5 6 5 5 5
"4322" 1 6 7 7 6 5 5
"4323" 0 4 6 5 6 5 3
"4324" 0 5 7 3 3 3 3
"4325" 0 7 4 4 4 4 4
"4326" 0 7 6 6 5 7 2
"4327" 0 2 3 6 2 6 2
"4328" 1 5 9 8 7 6 5
"4329" 0 7 4 7 4 7 3
"4330" 1 6 8 8 8 7 7
"4331" 1 7 8 6 6 6 5
"4332" 0 7 6 7 2 7 2
"4333" 0 4 3 7 5 5 5
"4334" 0 5 3 4 2 5 2
"4335" 0 4 2 6 2 7 2
"4336" 1 6 9 9 7 6 8
"4337" 1 7 9 8 8 5 7
"4338" 1 8 8 5 5 6 7
"4339" 0 3 4 5 3 3 2
"4340" 1 8 9 8 8 3 6
"4341" 0 7 6 5 5 6 3
"4342" 1 10 9 8 6 5 8
"4343" 1 9 9 10 9 8 9
"4344" 0 5 5 7 5 5 5
"4345" 0 5 5 4 3 2 1
"4346" 0 6 4 4 6 3 2
"4347" 0 8 7 6 5 4 4
"4348" 0 2 5 6 5 5 4
"4349" 0 3 6 6 5 6 4
"4350" 0 3 6 6 4 4 5
"4351" 1 7 8 8 7 6 8
"4352" 1 6 7 7 7 6 6
"4353" 1 7 7 7 6 6 4
"4354" 0 3 3 8 5 7 8
"4355" 0 4 6 9 7 8 5
"4356" 0 5 7 8 6 7 3
"4357" 0 3 5 6 5 6 3
"4358" 1 5 7 8 7 7 8
"4359" 0 3 5 7 5 7 4
"4360" 0 3 5 6 3 5 4
"4361" 1 4 7 7 7 7 8
"4362" 0 4 5 5 5 3 3
"4363" 1 9 8 8 8 7 7
"4364" 1 7 6 7 6 5 5
"4365" 0 4 6 8 5 5 6
"4366" 0 3 5 6 6 5 4
"4367" 0 8 6 6 6 5 3
"4368" 1 6 10 8 9 8 7
"4369" 1 5 9 8 7 6 6
"4370" 1 6 9 8 7 7 7
"4371" 1 5 9 8 7 7 6
"4372" 1 5 8 8 7 6 6
"4373" 1 6 7 6 6 6 6
"4374" 1 5 8 8 7 6 6
"4375" 1 6 7 7 6 6 6
"4376" 1 6 8 8 6 6 7
"4377" 1 6 7 8 7 6 6
"4378" 1 5 10 9 7 6 6
"4379" 1 5 10 8 8 6 6
"4380" 1 5 8 7 6 6 6
"4381" 0 4 9 9 6 6 6
"4382" 1 7 9 9 8 5 8
"4383" 1 6 9 8 7 6 6
"4384" 1 9 9 9 9 8 8
"4385" 1 6 8 8 6 6 7
"4386" 1 6 8 8 7 6 6
"4387" 1 5 8 7 6 5 6
"4388" 1 7 8 7 6 7 7
"4389" 1 4 10 8 6 7 7
"4390" 0 5 10 8 4 6 4
"4391" 1 9 10 7 7 10 5
"4392" 0 7 9 9 4 5 4
"4393" 0 5 9 7 4 6 4
"4394" 1 6 10 10 8 7 6
"4395" 0 5 7 7 3 5 3
"4396" 0 5 10 7 4 5 4
"4397" 0 7 8 7 6 7 5
"4398" 0 7 10 7 7 7 6
"4399" 5 5 6 8 7 7 8
"4401" 0 4 7 7 6 7 6
"4402" 0 4 7 7 6 6 5
"4403" 0 4 7 7 5 5 5
"4404" 0 6 6 7 8 7 7
"4405" 0 4 7 6 6 5 5
"4406" 0 4 8 7 7 5 6
"4407" 20 20 20 10 10 8 8
"4408" 0 7 10 10 10 9 9
"4410" 0 8 9 9 9 9 8
"4411" 1 9 9 9 9 9 6
